Signature,Turn,Word,Length,Signature Commonality
0-11-14,16,pad,3,3
0-11-14-15,1,alop,4,2
0-11-14-15,4,dors,4,2
0-11-15,1,alp,3,2
0-11-15,4,dos,3,2
0-11-19,1,alt,3,3
0-11-19,4,dow,3,3
0-11-19,20,tem,3,3
0-11-22,1,alw,3,5
0-11-22,4,doz,3,5
0-11-22,5,epa,3,5
0-11-22,16,pal,3,5
0-11-22,23,whs,3,5
0-12-16,3,cos,3,5
0-12-16,4,dpt,3,5
0-12-16,13,myc,3,5
0-12-16,19,sei,3,5
0-12-16,23,wim,3,5
0-15-12,3,cro,3,7
0-15-12,4,dsp,3,7
0-15-12,6,fur,3,7
0-15-12,8,hwt,3,7
0-15-12,12,lax,3,7
0-15-12,15,oda,3,7
0-15-12,19,she,3,7
0-16-0,3,csc,3,4
0-16-0,4,dtd,3,4
0-16-0,25,yoy,3,4
0-16-0,19,sis,3,4
0-17-24,1,ary,3,5
0-17-24,4,dub,3,5
0-17-24,6,fwd,3,5
0-17-24,10,jah,3,5
0-17-24,18,rip,3,5
0-17-0,1,ara,3,6
0-17-0,4,dud,3,6
0-17-0,5,eve,3,6
0-17-0,15,ofo,3,6
0-17-0,20,tkt,3,6
0-17-0,21,ulu,3,6
0-17-0-1,1,arab,4,2
0-17-0-1,4,dude,4,2
0-17-1,1,arb,3,5
0-17-1,4,due,3,5
0-17-1,10,jak,3,5
0-17-1,12,lcm,3,5
0-17-1,14,neo,3,5
0-17-3,3,ctf,3,3
0-17-3,4,dug,3,3
0-17-3,10,jam,3,3
0-17-5,1,arf,3,3
0-17-5,4,dui,3,3
0-17-5,15,oft,3,3
0-17-10,1,ark,3,5
0-17-10,4,dun,3,5
0-17-10,10,jat,3,5
0-17-10,18,rib,3,5
0-17-10,21,ule,3,5
0-17-11,3,ctn,3,3
0-17-11,4,duo,3,3
0-17-11,18,ric,3,3
0-17-14,1,aro,3,3
0-17-14,4,dur,3,3
0-17-14,14,neb,3,3
0-17-20,1,aru,3,3
0-17-20,4,dux,3,3
0-17-20,10,jad,3,3
0-19-16,2,bur,3,4
0-19-16,4,dwt,3,4
0-19-16,22,vol,3,4
0-19-16,23,wpm,3,4
0-20,2,bv,2,14
0-20,4,dx,2,14
0-20,5,ey,2,14
0-20,6,fz,2,14
0-20,7,ga,2,14
0-20,8,hb,2,14
0-20,9,ic,2,14
0-20,25,ys,2,14
0-20,12,lf,2,14
0-20,13,mg,2,14
0-20,19,sm,2,14
0-20,20,tn,2,14
0-20,22,vp,2,14
0-20,24,xr,2,14
0-22-11,1,awl,3,4
0-22-11,4,dzo,3,4
0-22-11,13,mix,3,4
0-22-11,19,sod,3,4
0-22-9,3,cyl,3,5
0-22-9,5,ean,3,5
0-22-9,25,yuh,3,5
0-22-9,16,ply,3,5
0-22-9,19,sob,3,5
0-23-10-0,4,dand,4,2
0-23-10-0,5,eboe,4,2
0-24-10,3,cam,3,3
0-24-10,5,eco,3,3
0-24-10,21,use,3,3
0-24-10-25,3,camb,4,2
0-24-10-25,5,ecod,4,2
0-24-13-16,3,caps,4,2
0-24-13-16,5,ecru,4,2
0-25-25-10,2,baal,4,2
0-25-25-10,5,eddo,4,2
0-25-3,2,bae,3,5
0-25-3,5,edh,3,5
0-25-3,6,fei,3,5
0-25-3,10,jim,3,5
0-25-3,16,pos,3,5
0-25-10,2,bal,3,6
0-25-10,5,edo,3,6
0-25-10,9,ihs,3,6
0-25-10,15,ony,3,6
0-25-10,16,poz,3,6
0-25-10,21,ute,3,6
0-25-11,2,bam,3,5
0-25-11,5,edp,3,5
0-25-11,13,mlx,3,5
0-25-11,16,poa,3,5
0-25-11,22,vug,3,5
0-0-7,1,aah,3,2
0-0-7,5,eel,3,2
0-1-1-0-15,4,deeds,5,2
0-1-1-0-15,5,effet,5,2
0-1-1-14,4,deer,4,2
0-1-1-14,5,effs,4,2
0-20-7,1,auh,3,6
0-20-7,5,eyl,3,6
0-20-7,7,gan,3,6
0-20-7,11,ker,3,6
0-20-7,13,mgt,3,6
0-20-7,18,rly,3,6
0-6-0,1,aga,3,2
0-6-0,5,eke,3,2
0-6-0-25,1,agaz,4,2
0-6-0-25,5,eked,4,2
0-6-0-14,1,agao,4,2
0-6-0-14,5,ekes,4,2
0-7-25-0-13,2,biabo,5,2
0-7-25-0-13,5,elder,5,2
0-7-0-17,2,bibs,4,2
0-7-0-17,5,elev,4,2
0-7-4-3-16,2,bifer,5,3
0-7-4-3-16,5,elihu,5,3
0-7-4-3-16,11,krona,5,3
0-7-4-19,1,ahet,4,3
0-7-4-19,5,elix,4,3
0-7-4-19,8,hola,4,3
0-7-10-9,2,bilk,4,2
0-7-10-9,5,elon,4,2
0-7-14,1,aho,3,6
0-7-14,5,els,3,6
0-7-14,6,fmt,3,6
0-7-14,7,gnu,3,6
0-7-14,14,nub,3,6
0-7-14,21,ubi,3,6
0-7-15,4,dks,3,4
0-7-15,5,elt,3,4
0-7-15,8,how,3,4
0-7-15,20,tai,3,4
0-7-16-7,2,biri,4,2
0-7-16-7,5,elul,4,2
0-8-11,1,ail,3,5
0-8-11,5,emp,3,5
0-8-11,7,gor,3,5
0-8-11,13,mux,3,5
0-8-11,19,sad,3,5
0-8-14,4,dlr,3,4
0-8-14,5,ems,3,4
0-8-14,7,gou,3,4
0-8-14,19,sag,3,4
0-9-24-20,3,claw,4,2
0-9-24-20,5,ency,4,2
0-9-2-0-8,3,cleck,5,2
0-9-2-0-8,5,engem,5,2
0-9-2-13,3,clep,4,4
0-9-2-13,5,engr,4,4
0-9-2-13,12,luny,4,4
0-9-2-13,18,rate,4,4
0-9-17,2,bks,3,5
0-9-17,5,env,3,5
0-9-17,6,fow,3,5
0-9-17,12,luc,3,5
0-9-17,20,tck,3,5
0-10-1,3,cmd,3,3
0-10-1,5,eof,3,3
0-10-1,19,sct,3,3
0-10-7-0,1,akha,4,2
0-10-7-0,5,eole,4,2
0-10-14,1,ako,3,3
0-10-14,5,eos,3,3
0-10-14,13,mwa,3,3
0-11-0-0,4,dodd,4,2
0-11-0-0,5,epee,4,2
0-11-10-24-3,1,alkyd,5,2
0-11-10-24-3,5,epoch,5,2
0-13-22,2,box,3,6
0-13-22,5,era,3,6
0-13-22,7,gtc,3,6
0-13-22,8,hud,3,6
0-13-22,9,ive,3,6
0-13-22,18,ren,3,6
0-13-25,2,boa,3,5
0-13-25,5,erd,3,5
0-13-25,8,hug,3,5
0-13-25,14,nam,3,5
0-13-25,18,req,3,5
0-13-4-22,1,anew,4,2
0-13-4-22,5,eria,4,2
0-13-6-0,1,anga,4,3
0-13-6-0,5,erke,4,3
0-13-6-0,8,hunh,4,3
0-13-9,3,cpl,3,5
0-13-9,5,ern,3,5
0-13-9,14,naw,3,5
0-13-9,18,rea,3,5
0-13-9,22,vie,3,5
0-13-13-14,1,anno,4,3
0-13-13-14,5,errs,4,3
0-13-13-14,18,reef,4,3
0-13-14,2,bop,3,4
0-13-14,5,ers,3,4
0-13-14,14,nab,3,4
0-13-14,18,ref,3,4
0-13-14-0,1,anoa,4,3
0-13-14-0,5,erse,4,3
0-13-14-0,18,refr,4,3
0-15-22,3,cry,3,6
0-15-22,5,eta,3,6
0-15-22,6,fub,3,6
0-15-22,12,lah,3,6
0-15-22,19,sho,3,6
0-15-22,20,tip,3,6
0-16-13-0,2,brob,4,2
0-16-13-0,5,eure,4,2
0-18-0,1,asa,3,5
0-18-0,5,ewe,3,5
0-18-0,13,mem,3,5
0-18-0,21,umu,3,5
0-18-0,23,wow,3,5
0-19-10-9,2,bulk,4,2
0-19-10-9,5,exon,4,2
0-19-11,2,bum,3,7
0-19-11,5,exp,3,7
0-19-11,8,has,3,7
0-19-11,12,lew,3,7
0-19-11,16,pia,3,7
0-19-11,19,sld,3,7
0-19-11,22,vog,3,7
0-19-16-7,2,buri,4,2
0-19-16-7,5,exul,4,2
0-21-1,4,dye,3,4
0-21-1,6,fag,3,4
0-21-1,18,rms,3,4
0-21-1,20,tou,3,4
0-21-13,1,avn,3,5
0-21-13,6,fas,3,5
0-21-13,10,jew,3,5
0-21-13,13,mhz,3,5
0-21-13,20,tog,3,5
0-21-14,1,avo,3,3
0-21-14,6,fat,3,3
0-21-14,14,nib,3,3
0-22-3,1,awd,3,3
0-22-3,6,fbi,3,3
0-22-3,19,sov,3,3
0-23-19,4,daw,3,6
0-23-19,6,fcy,3,6
0-23-19,12,lie,3,6
0-23-19,18,rok,3,6
0-23-19,19,spl,3,6
0-23-19,21,urn,3,6
0-23-10,4,dan,3,8
0-23-10,6,fcp,3,8
0-23-10,8,her,3,8
0-23-10,9,ifs,3,8
0-23-10,11,khu,3,8
0-23-10,12,liv,3,8
0-23-10,18,rob,3,8
0-23-10,21,ure,3,8
0-24-15-22,3,cary,4,3
0-24-15-22,6,fdub,4,3
0-24-15-22,20,trip,4,3
0-25-21-12,2,bawn,4,2
0-25-21-12,6,fear,4,2
0-25-24,4,dcb,3,4
0-25-24,6,fed,3,4
0-25-24,16,pon,3,4
0-25-24,21,uts,3,4
0-25-25,2,baa,3,3
0-25-25,6,fee,3,3
0-25-25,20,tss,3,3
0-25-25-22,5,edda,4,3
0-25-25-22,6,feeb,4,3
0-25-25-22,16,pool,4,3
0-25-2,2,bad,3,3
0-25-2,6,feh,3,3
0-25-2,16,por,3,3
0-25-6-13,2,baho,4,3
0-25-6-13,6,fels,4,3
0-25-6-13,21,utah,4,3
0-25-7,2,bai,3,4
0-25-7,6,fem,3,4
0-25-7,9,ihp,3,4
0-25-7,16,pow,3,4
0-25-12,2,ban,3,5
0-25-12,6,fer,3,5
0-25-12,8,hgt,3,5
0-25-12,15,ona,3,5
0-25-12,16,pob,3,5
0-25-12-25,2,bana,4,3
0-25-12-25,6,fere,4,3
0-25-12-25,15,onan,4,3
0-25-12-5,2,bang,4,2
0-25-12-5,6,ferk,4,2
0-25-12-7-25,2,bania,5,2
0-25-12-7-25,6,ferme,5,2
0-25-12-8-13,2,banjo,5,2
0-25-12-8-13,6,ferns,5,2
0-25-14-13,1,azon,4,2
0-25-14-13,6,fets,4,2
0-25-17,2,bas,3,4
0-25-17,6,few,3,4
0-25-17,20,tsk,3,4
0-25-17,22,vum,3,4
0-25-17-25-12,2,basan,5,2
0-25-17-25-12,6,fewer,5,2
0-1-8,4,del,3,6
0-1-8,6,fgn,3,6
0-1-8,8,hip,3,6
0-1-8,14,nov,3,6
0-1-8,19,sta,3,6
0-1-8,20,tub,3,6
0-3-24,1,ady,3,3
0-3-24,6,fid,3,3
0-3-24,17,qto,3,3
0-3-1-9,2,beck,4,3
0-3-1-9,6,figo,4,3
0-3-1-9,18,rusa,4,3
0-3-6,3,cfi,3,4
0-3-6,6,fil,3,4
0-3-6,12,lor,3,4
0-3-6,18,rux,3,4
0-3-6-25-14,2,behap,5,2
0-3-6-25-14,6,filet,5,2
0-3-8-25,2,beja,4,2
0-3-8-25,6,fine,4,2
0-3-8-25-12,2,bejan,5,2
0-3-8-25-12,6,finer,5,2
0-3-8-13,1,adin,4,2
0-3-8-13,6,fins,4,2
0-3-12-25,2,bena,4,2
0-3-12-25,6,fire,4,2
0-3-12-19,2,benu,4,2
0-3-12-19,6,firy,4,2
0-3-12-5,2,beng,4,2
0-3-12-5,6,firk,4,2
0-3-12-7,2,beni,4,3
0-3-12-7,6,firm,4,3
0-3-12-7,18,rudy,4,3
0-3-12-8-13,1,admin,5,2
0-3-12-8-13,6,firns,5,2
0-3-12-13,2,beno,4,3
0-3-12-13,6,firs,4,3
0-3-12-13,18,rude,4,3
0-3-14,1,ado,3,3
0-3-14,6,fit,3,3
0-3-14,15,orc,3,3
0-3-14-13,1,adon,4,2
0-3-14-13,6,fits,4,2
0-3-18-25,2,beta,4,2
0-3-18-25,6,fixe,4,2
0-6-25-18,2,bhat,4,2
0-6-25-18,6,flex,4,2
0-6-15,3,cir,3,4
0-6-15,6,flu,3,4
0-6-15,25,yen,3,4
0-6-15,15,oud,3,4
0-9-22,3,cly,3,5
0-9-22,6,fob,3,5
0-9-22,9,ire,3,5
0-9-22,18,ran,3,5
0-9-22,22,ver,3,5
0-9-24,5,enc,3,5
0-9-24,6,fod,3,5
0-9-24,18,rap,3,5
0-9-24,21,uds,3,5
0-9-24,22,vet,3,5
0-9-25,5,end,3,2
0-9-25,6,foe,3,2
0-9-2,5,eng,3,6
0-9-2,6,foh,3,6
0-9-2,9,irk,3,6
0-9-2,16,pyr,3,6
0-9-2,18,rat,3,6
0-9-2,22,vex,3,6
0-9-6,3,cli,3,5
0-9-6,6,fol,3,5
0-9-6,7,gpm,3,5
0-9-6,12,lur,3,5
0-9-6,18,rax,3,5
0-9-8,3,clk,3,4
0-9-8,6,fon,3,4
0-9-8,12,lut,3,4
0-9-8,16,pyx,3,4
0-9-12,3,clo,3,5
0-9-12,6,for,3,5
0-9-12,7,gps,3,5
0-9-12,12,lux,3,5
0-9-12,18,rad,3,5
0-9-12-22,3,cloy,4,2
0-9-12-22,6,forb,4,2
0-9-12-20,3,clow,4,2
0-9-12-20,6,forz,4,2
0-9-14,5,ens,3,4
0-9-14,6,fot,3,4
0-9-14,20,tch,3,4
0-9-14,21,udi,3,4
0-9-15,3,clr,3,4
0-9-15,6,fou,3,4
0-9-15,16,pye,3,4
0-9-15,18,rag,3,4
0-9-18,2,bkt,3,5
0-9-18,6,fox,3,5
0-9-18,9,ira,3,5
0-9-18,12,lud,3,5
0-9-18,18,raj,3,5
0-10-13,2,blo,3,3
0-10-13,6,fps,3,3
0-10-13,19,scf,3,3
0-12-21,3,cox,3,5
0-12-21,6,fra,3,5
0-12-21,9,iud,3,5
0-12-21,19,sen,3,5
0-12-21,23,wir,3,5
0-12-21-22,3,coxy,4,2
0-12-21-22,6,frab,4,2
0-12-25-25,3,cobb,4,2
0-12-25-25,6,free,4,2
0-12-25-15-24,3,cobra,5,2
0-12-25-15-24,6,freud,5,2
0-12-19,1,amt,3,3
0-12-19,6,fry,3,3
0-12-19,19,sel,3,3
0-12-9,3,col,3,2
0-12-9,6,fro,3,2
0-12-9-1,3,cold,4,2
0-12-9-1,6,frog,4,2
0-12-9-12-25,3,colob,5,2
0-12-9-12-25,6,frore,5,2
0-12-9-17,3,colt,4,2
0-12-9-17,6,frow,4,2
0-12-13,3,cop,3,3
0-12-13,6,frs,3,3
0-12-13,21,ugh,3,3
0-12-15-1,3,cord,4,2
0-12-15-1,6,frug,4,2
0-15-24,5,etc,3,3
0-15-24,6,fud,3,3
0-15-24,16,pen,3,3
0-15-24-13,3,crap,4,2
0-15-24-13,6,fuds,4,2
0-15-4-3,1,aped,4,3
0-15-4-3,6,fuji,4,3
0-15-4-3,16,pets,4,3
0-15-7,1,aph,3,4
0-15-7,6,fum,3,4
0-15-7,12,las,3,4
0-15-7,16,pew,3,4
0-15-8-14,1,apio,4,3
0-15-8-14,6,funt,4,3
0-15-8-14,19,shag,4,3
0-15-12-13,3,crop,4,2
0-15-12-13,6,furs,4,2
0-15-14,4,dsr,3,5
0-15-14,6,fut,3,5
0-15-14,12,laz,3,5
0-15-14,16,ped,3,5
0-15-14,21,uji,3,5
0-20-23,1,aux,3,3
0-20-23,7,gad,3,3
0-20-23,15,oil,3,3
0-20-0,5,eye,3,3
0-20-0,7,gag,3,3
0-20-0,20,tnt,3,3
0-20-0-20,5,eyey,4,2
0-20-0-20,7,gaga,4,2
0-20-3,1,aud,3,3
0-20-3,7,gaj,3,3
0-20-3,11,ken,3,3
0-20-5,1,auf,3,4
0-20-5,7,gal,3,4
0-20-5,11,kep,3,4
0-20-5,13,mgr,3,4
0-20-6,1,aug,3,2
0-20-6,7,gam,3,2
0-20-9,5,eyn,3,3
0-20-9,7,gap,3,3
0-20-9,11,ket,3,3
0-20-11,1,aul,3,2
0-20-11,7,gar,3,2
0-20-11-20,1,aulu,4,2
0-20-11-20,7,gara,4,2
0-20-11-0,1,aula,4,2
0-20-11-0,7,garg,4,2
0-20-13,5,eyr,3,5
0-20-13,7,gat,3,5
0-20-13,11,kex,3,5
0-20-13,18,rle,3,5
0-20-13,20,tng,3,5
0-20-13-20,5,eyry,4,2
0-20-13-20,7,gata,4,2
0-23-12,4,dap,3,5
0-23-12,7,gds,3,5
0-23-12,8,het,3,5
0-23-12,15,ola,3,5
0-23-12,18,rod,3,5
0-24-23,5,ecb,3,3
0-24-23,7,ged,3,3
0-24-23,23,wut,3,3
0-24-18,1,ays,3,2
0-24-18,7,gey,3,2
0-24-6,3,cai,3,4
0-24-6,7,gem,3,4
0-24-6,13,mks,3,4
0-24-6,21,usa,3,4
0-24-8,4,dbl,3,2
0-24-8,7,geo,3,2
0-24-8-13-18,1,ayins,5,2
0-24-8-13-18,7,geoty,5,2
0-24-11,3,can,3,4
0-24-11,7,ger,3,4
0-24-11,19,sqd,3,4
0-24-11,24,xvi,3,4
0-24-11-24,3,cana,4,2
0-24-11-24,7,gere,4,2
0-24-11-2-9,3,canel,5,2
0-24-11-2-9,7,gerip,5,2
0-24-13,3,cap,3,3
0-24-13,7,get,3,3
0-24-13,21,ush,3,3
0-24-13-12,3,capo,4,2
0-24-13-12,7,gets,4,2
0-24-19,3,cav,3,4
0-24-19,7,gez,3,4
0-24-19,11,kid,3,4
0-24-19,23,wup,3,4
0-0-11,1,aal,3,4
0-0-11,7,ggr,3,4
0-0-11,16,ppa,3,4
0-0-11,24,xxi,3,4
0-2-24,1,acy,3,5
0-2-24,7,gie,3,5
0-2-24,25,yaw,3,5
0-2-24,16,prn,3,5
0-2-24,19,suq,3,5
0-2-0-0-24,3,cecca,5,2
0-2-0-0-24,7,gigge,5,2
0-18-6,1,asg,3,5
0-18-6,7,gym,3,5
0-18-6,9,iao,3,5
0-18-6,13,mes,3,5
0-18-6,19,sky,3,5
0-2-6-9,3,ceil,4,2
0-2-6-9,7,gimp,4,2
0-2-7,1,ach,3,4
0-2-7,7,gin,3,4
0-2-7,13,mot,3,4
0-2-7,19,suz,3,4
0-18-7-24,1,ashy,4,2
0-18-7-24,7,gyne,4,2
0-2-7-4,1,ache,4,2
0-2-7-4,7,gink,4,2
0-18-9,3,cul,3,3
0-18-9,7,gyp,3,3
0-18-9,13,mev,3,3
0-18-11-24,3,cuna,4,2
0-18-11-24,7,gyre,4,2
0-2-13,3,cep,3,4
0-2-13,7,git,3,4
0-2-13,18,rte,3,4
0-2-13,19,suf,3,4
0-2-13-24,3,cepa,4,2
0-2-13-24,7,gite,4,2
0-2-15-24,3,cera,4,2
0-2-15-24,7,give,4,2
0-5-23,4,dia,3,6
0-5-23,7,gld,3,6
0-5-23,9,inf,3,6
0-5-23,10,jog,3,6
0-5-23,11,kph,3,6
0-5-23,22,vas,3,6
0-5-24-24,3,chaa,4,3
0-5-24-24,7,glee,4,3
0-5-24-24,20,tyrr,4,3
0-5-24-0,3,chac,4,2
0-5-24-0,7,gleg,4,2
0-5-24-7-24,3,chaja,5,2
0-5-24-7-24,7,glene,5,2
0-5-2-20,3,chew,4,2
0-5-2-20,7,glia,4,2
0-5-8-11,4,dilo,4,2
0-5-8-11,7,glor,4,2
0-5-14-0,4,dird,4,2
0-5-14-0,7,glug,4,2
0-7-20-11-11,1,ahull,5,2
0-7-20-11-11,7,gnarr,5,2
0-7-12,2,bin,3,4
0-7-12,7,gns,3,4
0-7-12,8,hot,3,4
0-7-12,15,ova,3,4
0-7-14-12,1,ahom,4,2
0-7-14-12,7,gnus,4,2
0-8-20,3,ckw,3,4
0-8-20,7,goa,3,4
0-8-20,13,mug,3,4
0-8-20,19,sam,3,4
0-8-20-25,5,emyd,4,2
0-8-20-25,7,goaf,4,2
0-8-23,1,aix,3,5
0-8-23,7,god,3,5
0-8-23,15,owl,3,5
0-8-23,19,sap,3,5
0-8-23,23,wet,3,5
0-8-0,5,eme,3,3
0-8-0,7,gog,3,3
0-8-0,13,mum,3,3
0-8-18,1,ais,3,3
0-8-18,7,goy,3,3
0-8-18,19,sak,3,3
0-8-8,5,emm,3,4
0-8-8,7,goo,3,4
0-8-8,19,saa,3,4
0-8-8,23,wee,3,4
0-8-11-18,1,ails,4,2
0-8-11-18,7,gory,4,2
0-8-12,1,aim,3,4
0-8-12,7,gos,3,4
0-8-12,19,sae,3,4
0-8-12,23,wei,3,4
0-8-13,1,ain,3,2
0-8-13,7,got,3,2
0-8-14-13,1,aion,4,2
0-8-14-13,7,gout,4,2
0-8-17,1,air,3,5
0-8-17,7,gox,3,5
0-8-17,13,mud,3,5
0-8-17,19,saj,3,5
0-8-17,23,wen,3,5
0-9-1,6,fog,3,4
0-9-1,7,gph,3,4
0-9-1,12,lum,3,4
0-9-1,18,ras,3,4
0-11-20-21,4,doxy,4,3
0-11-20-21,7,grab,4,3
0-11-20-21,10,jude,4,3
0-11-20-23,4,doxa,4,2
0-11-20-23,7,grad,4,2
0-11-20-12,1,alum,4,2
0-11-20-12,7,gras,4,2
0-11-24-0,1,alya,4,2
0-11-24-0,7,greg,4,2
0-11-25,4,doc,3,2
0-11-25,7,grf,3,2
0-11-18,1,als,3,6
0-11-18,7,gry,3,6
0-11-18,9,ita,3,6
0-11-18,16,pah,3,6
0-11-18,20,tel,3,6
0-11-18,23,who,3,6
0-11-2-0,1,alca,4,2
0-11-2-0,7,grig,4,2
0-11-8,4,dol,3,4
0-11-8,7,gro,3,4
0-11-8,10,jur,3,4
0-11-8,16,pax,3,4
0-11-8-0,1,alia,4,3
0-11-8-0,7,grog,4,3
0-11-8-0,23,whew,4,3
0-11-8-13,1,alin,4,2
0-11-8-13,7,grot,4,2
0-11-8-16,4,dolt,4,2
0-11-8-16,7,grow,4,2
0-11-12,4,dop,3,5
0-11-12,7,grs,3,5
0-11-12,10,juv,3,5
0-11-12,18,rcd,3,5
0-11-12,20,tef,3,5
0-11-14-21,4,dory,4,2
0-11-14-21,7,grub,4,2
0-11-14-6-24,1,alogy,5,2
0-11-14-6-24,7,grume,5,2
0-11-14-7-0-18,1,alohas,6,2
0-11-14-7-0-18,7,grungy,6,2
0-11-14-12,4,dorp,4,2
0-11-14-12,7,grus,4,2
0-13-23,2,boy,3,7
0-13-23,7,gtd,3,7
0-13-23,8,hue,3,7
0-13-23,14,nak,3,7
0-13-23,15,obl,3,7
0-13-23,16,pcm,3,7
0-13-23,22,vis,3,7
0-13-24,1,any,3,4
0-13-24,7,gte,3,4
0-13-24,18,rep,3,4
0-13-24,21,uhs,3,4
0-14-20-11,1,aoul,4,2
0-14-20-11,7,guar,4,2
0-14-23-24,4,drab,4,2
0-14-23-24,7,gude,4,2
0-14-24,5,esc,3,3
0-14-24,7,gue,3,3
0-14-24,16,pdn,3,3
0-14-0-14,5,eses,4,3
0-14-0-14,7,gugu,4,3
0-14-0-14,13,mama,4,3
0-14-18,2,bpt,3,4
0-14-18,7,guy,3,4
0-14-18,9,iwa,3,4
0-14-18,13,mae,3,4
0-14-5-24,4,drib,4,3
0-14-5-24,7,gule,4,3
0-14-5-24,13,mark,4,3
0-14-5-12,4,drip,4,3
0-14-5-12,7,guls,4,3
0-14-5-12,13,mary,4,3
0-14-7,2,bpi,3,4
0-14-7,7,gun,3,4
0-14-7,13,mat,3,4
0-14-7,20,tha,3,4
0-14-11,5,esp,3,5
0-14-11,7,gur,3,5
0-14-11,13,max,3,5
0-14-11,19,sgd,3,5
0-14-11,20,the,3,5
0-14-11-0-24,5,espec,5,2
0-14-11-0-24,7,gurge,5,2
0-14-11-4,4,droh,4,2
0-14-11-4,7,gurk,4,2
0-14-12,5,esq,3,4
0-14-12,7,gus,3,4
0-14-12,13,may,3,4
0-14-12,15,oca,3,4
0-14-15,5,est,3,3
0-14-15,7,guv,3,3
0-14-15,13,mab,3,3
0-16-20-0,1,aqua,4,3
0-16-20-0,7,gwag,4,3
0-16-20-0,19,sims,4,3
0-19-19-24,1,atty,4,2
0-19-19-24,8,haaf,4,2
0-19-23,2,buy,3,4
0-19-23,8,hae,3,4
0-19-23,12,lei,3,4
0-19-23,16,pim,3,4
0-19-24,2,buz,3,5
0-19-24,8,haf,3,5
0-19-24,15,ohm,3,5
0-19-24,16,pin,3,5
0-19-24,21,uns,3,5
0-19-24-24,2,buzz,4,2
0-19-24-24,8,haff,4,2
0-19-17,2,bus,3,5
0-19-17,8,hay,3,5
0-19-17,13,mfd,3,5
0-19-17,16,pig,3,5
0-19-17,21,unl,3,5
0-19-17-23,2,busy,4,2
0-19-17-23,8,haye,4,2
0-19-17-6-23,2,bushy,5,2
0-19-17-6-23,8,hayne,5,2
0-19-17-18,2,bust,4,2
0-19-17-18,8,hayz,4,2
0-19-2,2,bud,3,6
0-19-2,8,haj,3,6
0-19-2,10,jcl,3,6
0-19-2,12,len,3,6
0-19-2,16,pir,3,6
0-19-2,22,vox,3,6
0-19-4,1,ate,3,6
0-19-4,8,hal,3,6
0-19-4,9,ibm,3,6
0-19-4,12,lep,3,6
0-19-4,15,ohs,3,6
0-19-4,16,pit,3,6
0-19-4-4,2,buff,4,2
0-19-4-4,8,hall,4,2
0-19-4-4-7,2,buffi,5,2
0-19-4-4-7,8,hallo,5,2
0-19-4-4-7-12,2,buffin,6,2
0-19-4-4-7-12,8,hallot,6,2
0-19-4-5,1,atef,4,2
0-19-4-5,8,halm,4,2
0-19-5,2,bug,3,4
0-19-5,8,ham,3,4
0-19-5,13,mfr,3,4
0-19-5,16,piu,3,4
0-19-8,1,ati,3,7
0-19-8,8,hap,3,7
0-19-8,12,let,3,7
0-19-8,16,pix,3,7
0-19-8,19,sla,3,7
0-19-8,21,unc,3,7
0-19-8,22,vod,3,7
0-19-10-10,2,bull,4,3
0-19-10-10,8,harr,4,3
0-19-10-10,16,pizz,4,3
0-19-10-10-23,2,bully,5,2
0-19-10-10-23,8,harre,5,2
0-19-10-10-17,2,bulls,5,2
0-19-10-10-17,8,harry,5,2
0-19-11-8,1,atli,4,2
0-19-11-8,8,hasp,4,2
0-19-12-0,1,atma,4,2
0-19-12-0,8,hath,4,2
0-19-12-12,2,bunn,4,3
0-19-12-12,8,hatt,4,3
0-19-12-12,19,slee,4,3
0-19-12-12-23,2,bunny,5,3
0-19-12-12-23,8,hatte,5,3
0-19-12-12-23,19,sleep,5,3
0-19-12-12-17,2,bunns,5,2
0-19-12-12-17,8,hatty,5,2
0-19-13,5,exr,3,4
0-19-13,8,hau,3,4
0-19-13,12,ley,3,4
0-19-13,16,pic,3,4
0-19-15,5,ext,3,4
0-19-15,8,haw,3,4
0-19-15,12,lea,3,4
0-19-15,16,pie,3,4
0-19-18-23-10,2,butyl,5,2
0-19-18-23-10,8,hazer,5,2
0-19-18-17,2,buts,4,2
0-19-18-17,8,hazy,4,2
0-19-18-1-6-25,2,butcha,6,2
0-19-18-1-6-25,8,hazing,6,2
0-21-24,6,fad,3,5
0-21-24,8,hcf,3,5
0-21-24,14,nil,3,5
0-21-24,20,tor,3,5
0-21-24,21,ups,3,5
0-21-4,1,ave,3,5
0-21-4,8,hcl,3,5
0-21-4,10,jen,3,5
0-21-4,16,pkt,3,5
0-21-4,20,tox,3,5
0-23-19-10,4,dawn,4,2
0-23-19-10,8,hear,4,2
0-23-22-23,4,daza,4,2
0-23-22-23,8,hede,4,2
0-23-23,5,ebb,3,6
0-23-23,8,hee,3,6
0-23-23,9,iff,3,6
0-23-23,18,roo,3,6
0-23-23,19,spp,3,6
0-23-23,22,vss,3,6
0-23-0,4,dad,3,4
0-23-0,8,heh,3,4
0-23-0,19,sps,3,4
0-23-0,21,uru,3,4
0-23-0-23,4,dada,4,2
0-23-0-23,8,hehe,4,2
0-23-1,4,dae,3,6
0-23-1,8,hei,3,6
0-23-1,12,lim,3,6
0-23-1,15,olp,3,6
0-23-1,18,ros,3,6
0-23-1,19,spt,3,6
0-23-1-18-23,4,daeva,5,2
0-23-1-18-23,8,heize,5,2
0-23-5-8,4,dail,4,2
